id,availability in one year,name,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,price,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,bathroom_count,bathroom_type,Total crime
1159111,220,St. John's Apt. 203 *Walkscore 99*,First Hill,47.61385,-122.32245,Entire rental unit,Entire home/apt,5,1 bath,2.0,3.0,173.0,145,4.78,4.86,4.84,4.95,4.9,4.8,4.75,1.0,standard,28704.0
1171574,171,Private Entrance and Central,Madrona,47.60962,-122.2952,Entire guest suite,Entire home/apt,2,1 bath,1.0,1.0,79.0,581,4.9,4.96,4.88,4.99,4.98,4.84,4.9,1.0,standard,4200.0
1175308,159,Ballard oasis in the pacific Northwest,Loyal Heights,47.6781,-122.38932,Entire home,Entire home/apt,4,1 bath,2.0,3.0,189.0,22,4.81,4.67,4.67,4.95,5.0,4.86,4.81,1.0,standard,5835.0
1179538,80,First floor two bedrooms - Modern Ballard Townhome,West Woodland,47.67277,-122.3747,Private room in townhouse,Private room,4,1.5 baths,2.0,2.0,139.0,8,4.88,4.86,4.75,4.86,4.88,4.71,4.43,1.5,standard,15038.0
1190224,90,A Quiet Room in a House by the Lake,Matthews Beach,47.69414,-122.27722,Private room in home,Private room,1,1 shared bath,1.0,1.0,60.0,30,4.77,4.83,4.48,4.82,4.97,4.72,4.69,1.0,shared,3602.0
1190571,90,A Quiet Room in a House by the Lake,Matthews Beach,47.69413,-122.2762,Private room in home,Private room,2,1 bath,1.0,1.0,60.0,27,4.7,4.77,4.38,4.85,4.92,4.73,4.62,1.0,standard,3602.0
1205666,232,West Seattle - Northwest Modern Hm1,Gatewood,47.53029,-122.38604,Private room in home,Private room,2,1.5 shared baths,1.0,1.0,99.0,305,4.94,4.95,4.98,4.97,4.95,4.86,4.89,1.5,shared,4568.0
1219691,26,Sweet 1920's cottage in N. Seattle,Haller Lake,47.73206,-122.33943,Entire cottage,Entire home/apt,4,1 bath,2.0,2.0,119.0,67,4.89,4.98,4.95,4.91,4.83,4.8,4.95,1.0,standard,19659.0
1246769,192,Light & Modern Downtown Conv Ctr,First Hill,47.61215,-122.32971,Entire condo,Entire home/apt,2,1 bath,1.0,1.0,182.0,388,4.86,4.82,4.88,4.91,4.96,4.89,4.8,1.0,standard,28704.0
1256892,122,Daisy Mae's Guest Space - Phinney Ridge,Phinney Ridge,47.67758,-122.35822,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,107.0,262,4.9,4.91,4.98,4.98,4.96,4.88,4.86,1.0,standard,9289.0
1260259,63,Zen Garden Oasis,Lawton Park,47.66046,-122.40292,Entire cottage,Entire home/apt,3,1 bath,1.0,1.0,160.0,138,4.96,4.95,4.95,4.97,4.98,4.92,4.87,1.0,standard,6029.0
1265651,164,Quiet Top floor 2 bdrs 2 baths UW & Trail W/D 401,University District,47.66456,-122.3046,Entire rental unit,Entire home/apt,5,2 baths,2.0,3.0,134.0,31,4.14,4.48,4.52,4.37,4.33,4.52,3.93,2.0,standard,31260.0
1299597,117,Newly Renovated Modern 2BR Basement Apt in Leschi,Leschi,47.60179,-122.29357,Entire guest suite,Entire home/apt,3,1 bath,2.0,2.0,160.0,14,5.0,5.0,5.0,5.0,5.0,4.86,5.0,1.0,standard,6037.0
1301535,245,2 Huge Private Rooms + Common Area,Loyal Heights,47.68359,-122.38034,Entire guesthouse,Entire home/apt,6,1 bath,2.0,2.0,111.0,331,4.86,4.89,4.94,4.94,4.96,4.87,4.79,1.0,standard,5835.0
1351716,195,Sparkling Clean Guest House,Atlantic,47.59674,-122.30964,Entire guesthouse,Entire home/apt,2,1 bath,1.0,1.0,80.0,253,4.82,4.9,4.87,4.94,4.94,4.69,4.74,1.0,standard,16578.0
1355094,0,Capitol Hill Excursion,Broadway,47.62195,-122.32262,Private room in townhouse,Private room,1,1 shared bath,1.0,1.0,38.0,176,4.69,4.75,4.56,4.94,4.88,4.91,4.68,1.0,shared,55097.0
1356339,184,"Capitol Hill MODERN Apt,Great Location!",Broadway,47.62235,-122.32594,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,123.0,188,4.74,4.82,4.76,4.83,4.88,4.88,4.64,1.0,standard,55097.0
1365882,212,Serene W/D walk to UW/U Village 203,University District,47.66178,-122.30149,Entire condo,Entire home/apt,3,1 bath,1.0,1.0,126.0,36,4.0,4.26,4.36,4.44,4.56,4.42,4.03,1.0,standard,31260.0
1407502,331,Private garden room in hip Ballard,West Woodland,47.67306,-122.36651,Private room in guest suite,Private room,1,1 private bath,1.0,1.0,70.0,27,4.67,4.46,4.62,4.81,4.81,4.73,4.73,1.0,private,15038.0
1417880,124,Center UW 2 beds large Quiet  (210),University District,47.66139,-122.31495,Entire rental unit,Entire home/apt,3,1 bath,1.0,2.0,130.0,40,4.08,4.31,4.44,4.46,4.51,4.51,4.21,1.0,standard,31260.0
1439237,0,Beautiful Madrona Large Private,Leschi,47.6076,-122.29081,Private room in home,Private room,2,1 shared bath,1.0,2.0,88.0,93,4.91,4.91,4.99,4.97,5.0,4.95,4.79,1.0,shared,6037.0
1455269,65,Seattle/Columbia City Mother-in-Law,Columbia City,47.56591,-122.28939,Entire rental unit,Entire home/apt,6,1 bath,3.0,5.0,130.0,224,4.87,4.89,4.93,4.94,4.95,4.6,4.86,1.0,standard,19983.0
1484595,303,Steps to UW Center of attraction Modem & Cable TV,University District,47.65865,-122.31784,Entire rental unit,Entire home/apt,3,1 bath,1.0,1.0,125.0,37,4.38,4.46,4.24,4.65,4.57,4.68,4.22,1.0,standard,31260.0
1493349,161,Univ Village Walk to UW   Comfortable 5507,Ravenna,47.66822,-122.2986,Entire rental unit,Entire home/apt,3,1 bath,1.0,2.0,95.0,42,4.05,4.33,4.25,4.6,4.25,4.48,4.08,1.0,standard,12280.0
1494828,53,Modern and Clean 2 Bedroom in Eastlake/Lake Union,Eastlake,47.63996,-122.32414,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,135.0,243,4.88,4.95,4.97,4.97,4.94,4.74,4.83,1.0,standard,6510.0
1494986,209,Queen Anne Guesthouse with a Balcony and Garden Hot Tub,East Queen Anne,47.63346,-122.34558,Entire rental unit,Entire home/apt,4,1.5 baths,1.0,1.0,132.0,173,4.93,4.94,4.96,4.97,4.99,4.82,4.89,1.5,standard,10264.0
1500353,146,Boat in Seattle · ★4.93 · 1 bedroom · 1 bed · 1 bath,Westlake,47.63784,-122.34117,Boat,Entire home/apt,2,1 bath,1.0,1.0,145.0,40,4.93,4.93,4.83,4.93,4.93,4.95,4.82,1.0,standard,5147.0
1531351,205,Strong WiFi 3 Min walk UW Clean (7),University District,47.65745,-122.31625,Entire rental unit,Entire home/apt,4,1 bath,1.0,1.0,97.0,35,3.97,4.41,4.0,4.32,4.32,4.35,3.97,1.0,standard,31260.0
1531458,262,Remodeled Walk to UW/View/Serene #F,University District,47.66502,-122.30352,Entire rental unit,Entire home/apt,3,1 bath,1.0,1.0,100.0,66,4.42,4.49,4.41,4.7,4.79,4.74,4.27,1.0,standard,31260.0
1541705,134,Quiet Room U Village Private Entrance /UW (3),Ravenna,47.66685,-122.295,Private room in home,Private room,1,1 shared bath,1.0,1.0,66.0,36,4.17,4.5,4.0,4.35,4.5,4.71,4.45,1.0,shared,12280.0
1562643,0,Renovated 1904 Capitol Hill classic,Broadway,47.62543,-122.32496,Entire home,Entire home/apt,6,3.5 baths,4.0,5.0,400.0,91,4.67,4.81,4.57,4.84,4.79,4.9,4.73,3.5,standard,55097.0
1579615,157,"Ballard, Seattle cozy studio apt. with king bed",Adams,47.67566,-122.38795,Entire home,Entire home/apt,4,1 bath,1.0,2.0,92.0,297,4.94,4.95,4.98,4.97,4.92,4.93,4.86,1.0,standard,
1587766,7,Home in Seattle · ★5.0 · 3 bedrooms · 4 beds · 1.5 baths,Whittier Heights,47.6784083,-122.3711369,Entire home,Entire home/apt,6,1.5 baths,3.0,4.0,255.0,3,5.0,4.67,5.0,5.0,5.0,5.0,5.0,1.5,standard,5490.0
1588658,164,Walk to Campus From a New University District Apartment,University District,47.670322,-122.315468,Entire rental unit,Entire home/apt,4,1 bath,2.0,3.0,161.0,99,4.9,4.96,4.98,5.0,5.0,4.91,4.93,1.0,standard,31260.0
1588941,0,Private backyard studio in Ballard,Whittier Heights,47.68413,-122.37347,Private room in guest suite,Private room,2,1 private bath,1.0,1.0,93.0,109,4.94,4.99,4.99,5.0,4.97,4.9,4.91,1.0,private,5490.0
1589732,311,Relaxing Short walk to UW (5),University District,47.65884,-122.31809,Entire rental unit,Entire home/apt,3,1 bath,1.0,2.0,89.0,27,3.96,4.04,4.35,4.38,4.41,4.56,3.78,1.0,standard,31260.0
1593991,360,"Sequim, Olympic Mountains Wa",North Beach/Blue Ridge,47.69106,-122.38337,Private room in boat,Private room,2,Shared half-bath,1.0,1.0,150.0,46,4.88,4.81,4.79,5.0,5.0,4.93,4.74,0.0,half-bath,2589.0
1594219,288,Seattle Rock n' Roll Room w/Queen Bed,Broadview,47.71483,-122.35631,Private room in townhouse,Private room,2,1.5 shared baths,1.0,1.0,999.0,80,4.75,4.77,4.64,4.83,4.88,4.44,4.72,1.5,shared,5732.0
1594313,213,Seattle Rock n' Roll Room w/King Bed,Broadview,47.71395,-122.3561,Private room in townhouse,Private room,2,1.5 shared baths,1.0,1.0,999.0,81,4.8,4.87,4.7,4.91,4.9,4.62,4.71,1.5,shared,5732.0
1603408,125,"Short walk to UW, Remodeled Serene (47)",University District,47.65891,-122.31745,Entire rental unit,Entire home/apt,4,1 bath,1.0,3.0,95.0,44,4.44,4.42,4.3,4.6,4.53,4.7,4.36,1.0,standard,31260.0
1628210,124,"2 Bed, Full Bath with private patio",Phinney Ridge,47.68073,-122.34874,Entire home,Entire home/apt,4,1 bath,2.0,2.0,160.0,21,4.76,4.95,4.81,5.0,4.95,5.0,4.76,1.0,standard,9289.0
1629525,223,Near downtown Private Room,North Beacon Hill,47.57793050699965,-122.30020511960362,Private room in townhouse,Private room,1,1 shared bath,1.0,1.0,49.0,7,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,shared,22027.0
1684236,199,Seattle Downtown Attractions & Convention Center,First Hill,47.61215,-122.32971,Entire condo,Entire home/apt,2,1 bath,1.0,1.0,100.0,202,4.84,4.92,4.78,4.92,4.9,4.92,4.79,1.0,standard,28704.0
1686930,76,Walk to Space Needle Vintage View House with King Bed,West Queen Anne,47.63059,-122.36509,Entire rental unit,Entire home/apt,5,1 bath,3.0,4.0,192.0,565,4.89,4.94,4.91,4.96,4.93,4.95,4.81,1.0,standard,7145.0
1696389,189,Luxury Queen Anne 3bd 2ba with Sunset Views,West Queen Anne,47.6304,-122.37041,Entire condo,Entire home/apt,6,2 baths,3.0,3.0,330.0,5,4.8,4.8,5.0,5.0,5.0,5.0,4.6,2.0,standard,7145.0
1716901,19,Charming one bed apt - Capitol Hill,Broadway,47.61884,-122.32476,Entire rental unit,Entire home/apt,3,1 bath,1.0,1.0,115.0,121,4.92,4.93,4.84,4.98,5.0,4.92,4.92,1.0,standard,55097.0
1732441,51,Green on Green - Top Level of House,North Delridge,47.56204,-122.36149,Entire home,Entire home/apt,3,1 bath,1.0,1.0,85.0,174,4.92,4.94,4.75,4.98,4.95,4.8,4.92,1.0,standard,6776.0
1737244,322,Your Warm  Retreat,Bryant,47.67148,-122.28099,Private room in home,Private room,2,1 shared bath,1.0,1.0,71.0,40,4.85,4.93,4.83,4.87,4.93,4.85,4.72,1.0,shared,4345.0
1764100,329,Center UW Chic Clean & Comfy 309,University District,47.66316,-122.31276,Entire rental unit,Entire home/apt,2,1 bath,1.0,2.0,115.0,52,4.31,4.59,4.48,4.49,4.61,4.47,4.27,1.0,standard,31260.0
1773803,305,View Emerald City Jewel Apt UW 1BD Great Location,University District,47.6568,-122.31299,Entire rental unit,Entire home/apt,6,1 bath,1.0,1.0,92.0,304,4.2,4.41,4.12,4.55,4.56,4.65,4.3,1.0,standard,31260.0
1775016,40,Master Suite A in Capitol Hill Home,Broadway,47.62543,-122.32496,Private room in home,Private room,2,1.5 baths,1.0,1.0,79.0,411,4.81,4.89,4.84,4.89,4.85,4.89,4.76,1.5,standard,55097.0
1802663,54,Urban Oasis Within Wallingford home,Wallingford,47.65428,-122.33766,Entire guest suite,Entire home/apt,4,1 bath,1.0,2.0,116.0,321,4.93,4.95,4.95,4.97,4.97,4.98,4.9,1.0,standard,19411.0
1807936,342,JazzBb,Maple Leaf,47.70265,-122.31618,Private room in home,Private room,4,1.5 baths,2.0,2.0,60.0,26,4.68,4.72,4.16,4.88,4.8,4.88,4.6,1.5,standard,11455.0
1851863,0,Perfect Home away from home near Green Lake Park,Greenwood,47.69674,-122.34621,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,82.0,44,4.81,4.95,5.0,4.98,4.91,4.33,4.79,1.0,standard,23785.0
1900698,234,Glam Room in Diverse Neighborhood,Columbia City,47.55306,-122.28104,Private room in condo,Private room,1,1.5 shared baths,1.0,1.0,40.0,204,4.69,4.83,4.57,4.86,4.88,4.56,4.69,1.5,shared,19983.0
1905473,0,Central District Bungalow -,Mann,47.60728,-122.29714,Private room in home,Private room,2,1 bath,1.0,1.0,75.0,7,4.5,4.83,4.17,4.5,4.83,4.33,4.5,1.0,standard,6567.0
1909058,139,Queen Anne Private Bed and Bath,West Queen Anne,47.63812,-122.37077,Private room in home,Private room,2,1 private bath,1.0,1.0,100.0,170,4.95,4.96,4.97,4.95,4.95,4.89,4.89,1.0,private,7145.0
1925661,29,Large 1BD w/bath/walkin closet; parking included,North Beacon Hill,47.57943,-122.30387,Private room in home,Private room,2,1 shared bath,1.0,1.0,100.0,105,4.8,4.96,4.95,4.93,4.88,4.73,4.82,1.0,shared,22027.0
1928010,83,Master Suite B in Capitol Hill Home,Broadway,47.62543,-122.32496,Private room in guest suite,Private room,2,1.5 baths,1.0,2.0,79.0,497,4.8,4.85,4.85,4.92,4.87,4.9,4.76,1.5,standard,55097.0
1935439,133,Sunny Private Room by Carkeek Park,Greenwood,47.70407,-122.36123,Private room in home,Private room,2,2 baths,1.0,1.0,35.0,19,4.47,4.63,4.32,4.68,4.58,4.84,4.68,2.0,standard,23785.0
1976382,329,Modern luxury on Capitol Hill,Broadway,47.62372,-122.32417,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,123.0,96,4.81,4.82,4.82,4.85,4.86,4.87,4.65,1.0,standard,55097.0
1983713,140,Private  Retreat in the City,Leschi,47.59181,-122.29372,Entire guesthouse,Entire home/apt,3,1 bath,1.0,1.0,106.0,52,4.87,4.9,4.88,4.9,5.0,4.9,4.9,1.0,standard,6037.0
1984692,12,Sunny Green Lake home with a view,Greenwood,47.68448,-122.34495,Entire home,Entire home/apt,7,2 baths,3.0,3.0,225.0,18,5.0,5.0,5.0,5.0,5.0,4.89,4.89,2.0,standard,23785.0
2026794,302,West Room in Cozy Charming 1905 Cottage,Wallingford,47.65973,-122.3322,Private room in cottage,Private room,2,1 shared bath,1.0,1.0,66.0,247,4.64,4.53,4.75,4.88,4.91,4.92,4.67,1.0,shared,19411.0
2033191,62,Green Lake VIEW 2 Bed 1 Bath Apt,Green Lake,47.67612,-122.33221,Entire guest suite,Entire home/apt,4,1 bath,2.0,2.0,300.0,135,4.98,4.97,4.98,4.98,4.98,4.99,4.85,1.0,standard,13276.0
2037250,333,Bedroom with Private Spa-like Bath,Greenwood,47.68434,-122.3572,Private room in home,Private room,2,1 private bath,1.0,1.0,107.0,98,4.89,4.9,4.92,4.97,4.98,4.92,4.78,1.0,private,23785.0
2069917,132,1 Bdrm N. Beacon Hill Apt-East Unit,North Beacon Hill,47.57325,-122.3074,Entire rental unit,Entire home/apt,3,1 bath,1.0,1.0,79.0,97,4.72,4.82,4.91,4.99,4.93,4.69,4.63,1.0,standard,22027.0
2112625,147,Be our Guest at Perfect Townhome,Leschi,47.59483,-122.29297,Private room in townhouse,Private room,2,1 private bath,1.0,1.0,74.0,53,4.87,4.87,4.85,4.96,4.98,4.74,4.85,1.0,private,6037.0
2118253,261,UW Spacious & Elegant 5 guests OK,University District,47.66789,-122.3008,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,135.0,35,4.17,4.34,4.63,4.66,4.49,4.57,4.31,1.0,standard,31260.0
2197168,36,Adorable Cottage near Light Rail,North Beacon Hill,47.57882,-122.30842,Entire cottage,Entire home/apt,4,1 bath,2.0,2.0,139.0,169,4.96,4.97,4.97,4.99,5.0,4.86,4.9,1.0,standard,22027.0
2215336,88,2 bed Greenlake Apt- low season monthly rates,Green Lake,47.67334,-122.33451,Entire rental unit,Entire home/apt,5,1 bath,2.0,2.0,153.0,153,4.79,4.92,4.73,4.93,4.92,4.93,4.81,1.0,standard,13276.0
2234730,267,Center UW Bright/Quiet Wood FL 205,University District,47.66082,-122.31358,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,110.0,40,4.46,4.65,4.5,4.6,4.75,4.85,4.33,1.0,standard,31260.0
2267862,210,Ballard Modern Studio,West Woodland,47.66577,-122.36659,Entire home,Entire home/apt,2,1 bath,1.0,4.0,115.0,44,4.84,4.89,4.86,4.91,5.0,4.8,4.73,1.0,standard,15038.0
2297917,195,Carkeek Retreat,Broadview,47.70914,-122.36338,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,100.0,149,4.89,4.94,4.83,4.86,4.92,4.84,4.8,1.0,standard,5732.0
2298775,42,Secluded Setting in North Seattle B,Maple Leaf,47.69968,-122.30691,Private room in home,Private room,2,1 shared bath,1.0,1.0,60.0,89,4.8,4.89,4.7,4.91,4.88,4.78,4.78,1.0,shared,11455.0
2373176,17,Perfect Cozy Apartment,West Queen Anne,47.63956,-122.36594,Entire rental unit,Entire home/apt,1,1 bath,1.0,1.0,81.0,181,4.87,4.86,4.96,4.89,4.91,4.95,4.87,1.0,standard,7145.0
2391699,19,Hidden Artistic GEM & BEST of Seattle-Clean!!!,Fremont,47.65401,-122.34515,Private room in home,Private room,1,1 private bath,1.0,1.0,56.0,575,4.96,4.97,4.99,4.98,4.98,4.93,4.93,1.0,private,20441.0
2396734,176,Ballard's Unique 2 Bdrm- 2 Lofts Apt.,Adams,47.6746,-122.38823,Entire rental unit,Entire home/apt,8,1 bath,4.0,4.0,104.0,135,4.95,4.95,4.98,4.95,4.95,4.96,4.91,1.0,standard,
2441908,0,Cozy Ballard Cottage - Sleeps 5,Whittier Heights,47.67596,-122.37093,Entire cottage,Entire home/apt,5,1 bath,1.0,3.0,95.0,327,4.95,4.94,4.98,4.98,5.0,4.92,4.92,1.0,standard,5490.0
2446384,93,Ravenna Daylight Basement Suite,Ravenna,47.6824,-122.30303,Private room in home,Private room,2,1 shared bath,1.0,1.0,70.0,160,4.93,4.96,4.95,4.98,4.97,4.9,4.96,1.0,shared,12280.0
2471659,223,"Charming, split-level 1BD retreat",Columbia City,47.55217,-122.28502,Entire guesthouse,Entire home/apt,2,1 bath,1.0,1.0,89.0,428,4.87,4.93,4.9,4.92,4.92,4.66,4.86,1.0,standard,19983.0
2474569,40,Elvis would have slept here,Bitter Lake,47.72944,-122.35554,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,66.0,67,4.64,4.82,4.66,4.91,4.85,4.66,4.7,1.0,private,15192.0
2481189,77,Condo in Seattle · ★4.82 · 3 bedrooms · 3 beds · 2 baths,East Queen Anne,47.63757,-122.34593,Entire condo,Entire home/apt,6,2 baths,3.0,3.0,263.0,123,4.82,4.87,4.93,4.88,4.94,4.81,4.82,2.0,standard,10264.0
2486612,140,"Quiet Second Floor ""Zen"" Apartment",North Beacon Hill,47.5739,-122.30978,Entire rental unit,Entire home/apt,5,1 bath,1.0,1.0,85.0,338,4.64,4.75,4.7,4.89,4.87,4.73,4.66,1.0,standard,22027.0
2522091,220,Apartment Ocean and Mountain Views,North Admiral,47.587074,-122.393158,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,147.0,182,4.97,4.98,4.93,4.99,4.97,4.96,4.92,1.0,standard,10308.0
2536507,194,Alki Beach Studio Oasis Quiet Escape & Sweeping Ocean Views,North Admiral,47.58378,-122.39909,Entire guest suite,Entire home/apt,2,1 bath,0.0,1.0,150.0,544,4.92,4.86,4.95,4.95,4.97,4.9,4.76,1.0,standard,10308.0
2578855,120,Cozy Suite in Even Cozier Location!,Greenwood,47.68469,-122.35214,Entire rental unit,Entire home/apt,2,1 bath,1.0,2.0,98.0,377,4.94,4.93,4.96,4.98,4.99,4.9,4.92,1.0,standard,23785.0
2586350,120,Seattle Apartment Close to Light Rail,Brighton,47.53964,-122.27687,Entire guesthouse,Entire home/apt,3,1 bath,1.0,2.0,93.0,187,4.7,4.78,4.84,4.91,4.96,4.43,4.68,1.0,standard,10813.0
2586642,37,Beacon of light in Seattle,Interbay,47.64157,-122.37679,Entire guest suite,Entire home/apt,4,1 bath,2.0,2.0,221.0,83,4.61,4.69,4.75,4.87,4.87,4.63,4.51,1.0,standard,4939.0
2612399,129,Studio Loft Garden Cottage,Madrona,47.60929,-122.29554,Entire cottage,Entire home/apt,2,1 bath,1.0,1.0,91.0,459,4.97,4.96,4.92,4.99,5.0,4.89,4.93,1.0,standard,4200.0
2614238,128,Mid Century Lakefront Condo,Leschi,47.59676,-122.28667,Entire condo,Entire home/apt,2,1 bath,1.0,1.0,79.0,10,4.8,5.0,4.9,5.0,5.0,4.8,4.7,1.0,standard,6037.0
2614387,130,"Artistic Hidden GEM & Best of Seattle, Clean!!!",Fremont,47.6551,-122.34316,Private room in home,Private room,2,1 private bath,1.0,1.0,66.0,623,4.93,4.96,4.98,4.93,4.95,4.92,4.9,1.0,private,20441.0
2620429,111,Downtown Convention Center 2BR 2BA FREE PARKING,First Hill,47.61165,-122.32899,Entire condo,Entire home/apt,6,2 baths,2.0,5.0,205.0,430,4.93,4.91,4.93,4.97,4.98,4.92,4.88,2.0,standard,28704.0
2630912,358,Seattle Rock n' Roll TWO bedrooms in Townhouse,Broadview,47.71519,-122.35607,Private room in townhouse,Private room,1,2 shared baths,2.0,2.0,155.0,5,4.8,5.0,5.0,4.8,5.0,4.8,4.8,2.0,shared,5732.0
2638086,90,Desirable Basement Flat (w/ AppleTV),North Admiral,47.58326,-122.3851,Entire guest suite,Entire home/apt,2,1 bath,1.0,1.0,110.0,79,4.91,4.96,5.0,4.95,4.92,4.97,4.9,1.0,standard,10308.0
2642359,81,Extra large private Bed/Bath and parking spot!,View Ridge,47.68467,-122.26535,Private room in condo,Private room,4,1 private bath,1.0,1.0,50.0,425,4.73,4.87,4.78,4.87,4.82,4.7,4.72,1.0,private,2851.0
2652941,221,Luna Park Upper - West Seattle,Fairmount Park,47.56613,-122.37281,Entire guest suite,Entire home/apt,2,1 bath,1.0,1.0,81.0,189,4.88,4.9,4.93,4.96,4.95,4.84,4.86,1.0,standard,6776.0
2670365,232,Light-Filled Room in 1908 Victorian in Hip Capitol Hill,Stevens,47.63193,-122.30955,Private room in home,Private room,2,1.5 shared baths,1.0,1.0,69.0,274,4.91,4.96,4.98,4.95,4.95,4.94,4.88,1.5,shared,12865.0
2686374,274,Ballard Bunkhouse 2nd flr unit with parking,Adams,47.67294,-122.38311,Entire townhouse,Entire home/apt,6,1.5 baths,3.0,4.0,180.0,691,4.87,4.9,4.87,4.96,4.97,4.9,4.84,1.5,standard,
2692126,239,Queen Anne 1-BR Garden Unit near Space Needle,East Queen Anne,47.63007,-122.34499,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,112.0,275,4.91,4.97,4.99,4.93,4.96,4.89,4.85,1.0,standard,10264.0
2693672,72,Space Needle Condo,Belltown,47.61855,-122.34512,Entire condo,Entire home/apt,4,1 bath,1.0,1.0,122.0,185,4.75,4.79,4.69,4.92,4.97,4.96,4.8,1.0,standard,32555.0
2710274,307,South Room in Cozy Charming 1905 Cottage,Wallingford,47.65924,-122.33191,Private room in cottage,Private room,2,1 shared bath,1.0,1.0,71.0,189,4.71,4.58,4.79,4.86,4.88,4.89,4.66,1.0,shared,19411.0
2731253,206,The Pad,Fremont,47.65361,-122.34931,Entire guest suite,Entire home/apt,2,1 bath,1.0,1.0,139.0,307,4.95,4.98,4.9,4.99,4.99,4.98,4.88,1.0,standard,20441.0
2760312,273,The Roost - Restful Apartment in Artsy Fremont,Fremont,47.65412,-122.35262,Entire guest suite,Entire home/apt,2,1 bath,1.0,1.0,199.0,435,4.96,4.96,4.95,4.97,4.97,4.97,4.92,1.0,standard,20441.0
2762241,152,Home in Seattle · ★4.61 · 1 bedroom · 1 bed · 1 bath,Phinney Ridge,47.67279,-122.35926,Entire home,Entire home/apt,2,1 bath,1.0,1.0,135.0,49,4.61,4.9,4.92,4.88,4.85,4.71,4.75,1.0,standard,9289.0
2830174,243,"Fun, Cozy Seattle Launchpad",Atlantic,47.59485,-122.3095,Private room in rental unit,Private room,2,1 bath,1.0,1.0,71.0,29,4.86,4.97,5.0,5.0,4.93,4.72,4.79,1.0,standard,16578.0
2874608,1,[Ideal for Longer Stay] Condo in Belltown,Lower Queen Anne,47.61891,-122.35642,Entire condo,Entire home/apt,2,1 bath,1.0,1.0,89.0,5,4.6,4.6,3.6,4.8,5.0,5.0,4.8,1.0,standard,24262.0
2882641,251,Quiet yet urban Capitol Hill house,Stevens,47.62494,-122.30343,Entire home,Entire home/apt,6,1 bath,3.0,3.0,220.0,91,4.81,4.88,4.81,4.99,4.99,4.94,4.7,1.0,standard,12865.0
2923529,205,Fremont Sunrise View with Free Parking,North Queen Anne,47.64714,-122.35336,Entire condo,Entire home/apt,4,1 bath,1.0,2.0,123.0,372,4.92,4.96,4.95,4.97,4.97,4.93,4.83,1.0,standard,8697.0
